VEGFD,-0.04996357528735906
CCL14,-0.04782691420645792
CLEC3B,-0.045142479895931696
GPIHBP1,-0.044944092396072624
RP11-35J10.6,-0.04478229230644032
RP11-35J10.7,-0.04460888811570851
MAMDC2,-0.04457281529200951
RP11-464C19.3,-0.043667578018967874
MMRN1,-0.043537753844471144
RP11-494M8.4,-0.04267729983438514
SDPR,-0.042222417857195646
AOC3,-0.04201458802575349
CLDN19,-0.041715812115179836
RP11-736K20.4,-0.041553895207672956
AC116035.1,-0.04116866649581928
PDK4,-0.04046837445360074
NPR1,-0.04004506072126816
LINC01070,-0.03976067799000596
LYVE1,-0.039443920385431624
SEMA3G,-0.039341415951364506
RP11-138I17.1,-0.03905918705448708
MYZAP,-0.03861477020054287
ADAMTS5,-0.038468436178655634
IGSF10,-0.03841169789573844
ANGPT4,-0.03824332323722499
COL6A6,-0.03810269648886214
ADRB2,-0.037989783644951126
FABP4,-0.037909042728068464
OXTR,-0.03787238607867053
AC135178.7,-0.037825784652153686
CNN1,-0.037823645176930064
CADM3-AS1,-0.037501613536802536
RP11-831A10.1,-0.03747813869784014
RP11-51B23.3,-0.03739463838863464
PALMD,-0.03738796013383497
MME,-0.037045071105596496
CA4,-0.03688240537631097
ACKR1,-0.03664625323949893
SAMD5,-0.036500473570721594
FAM196B,-0.03644084151728012
GLYAT,-0.036260450074566575
RP11-481H12.1,-0.036245356766144696
CTD-2023N9.1,-0.03581726975530138
GIPC2,-0.035671159097186836
RP11-100L22.1,-0.03559339267171127
PCOLCE2,-0.035575415659212045
RP11-6O2.4,-0.035398164626285866
RP11-467I17.1,-0.03538561930370584
LINC01537,-0.035368383566890566
DPT,-0.03532732470807466
RP11-255G12.2,-0.035289892331138
ANGPTL7,-0.035279817947921774
CARMN,-0.03527907166295047
EMCN,-0.03514243108134404
SOX7,-0.03505004148801656
ADAMTS9-AS2,-0.035049637004692824
RP11-1024P17.1,-0.034994909556810026
FAM110D,-0.034907374553495144
CMA1,-0.03489977276224593
RNU5B-3P,-0.03476913920729123
ODF3L1,-0.03429454045827135
LRRC70,-0.033897090334146576
AGAP11,-0.033793576414930575
AOC4P,-0.033630269583921096
LCN6,-0.0335986901404758
AC093110.3,-0.03342898405598901
CIDEC,-0.03340097334581921
TGFBR3,-0.03338493957484931
AL035610.1,-0.033348407556484216
GAS1RR,-0.03329063288130645
SOX17,-0.033127853447505996
RP11-81K2.2,-0.03289150882513964
TUSC5,-0.03277480273431791
NMUR1,-0.032742781203484964
GPR146,-0.03270437022668729
AC147651.1,-0.0324113821330722
ACADL,-0.03229614173543129
RP1-28O10.1,-0.03224098140734508
CASP12,-0.032160516217809805
PGM5P3-AS1,-0.03200981108913881
RP11-175K6.2,-0.031996288949246166
RP5-965F6.2,-0.0319589602743364
FP325317.1,-0.03188717570873205
TRHDE-AS1,-0.031740202382770845
PGM5-AS1,-0.03172979042242691
RP11-736K20.5,-0.031667737536329184
RP11-175K6.1,-0.031581989211378364
MME-AS1,-0.031498041103827035
LEP,-0.031438788158737636
ADIPOQ,-0.03136736276155224
MYCT1,-0.03134492654042329
ANGPTL5,-0.03127567157334259
LIPE,-0.031210022153004238
RP11-64C12.8,-0.03118348844370584
PLIN4,-0.031109769325600146
STX11,-0.031089502971268355
FHL5,-0.031073597121243406
ARHGEF15,-0.030981766498802858
PIK3C2G,-0.03096895266408235
ADH1A,-0.030900223947746202
MIR23A,-0.03087476535377445
HID1-AS1,-0.03084588364765326
AP001189.4,-0.03073120601765143
AC006159.5,-0.030688981674903953
AC011738.4,-0.030631263985515748
TMEM132C,-0.030627237939468532
C1QTNF9,-0.030593401560447656
EGR1,-0.030566451775405238
RP11-626H12.1,-0.03056421282671208
KCNE1B,-0.030417251945021775
RP11-361I14.2,-0.030365645146229785
CX3CL1,-0.030075213205799055
C14orf180,-0.030057805243660776
CCL16,-0.029944645624182465
MIR27A,-0.029927145631720706
RP11-643A5.3,-0.029919558864488317
PECAM1,-0.029836068789154162
LANCL1-AS1,-0.029727298977919512
MRGPRF-AS1,-0.029724262242102402
RP11-35J10.4,-0.02954343397798465
CTD-2536I1.2,-0.029480653727485345
MRGPRX2,-0.029441869962995575
LINC00640,-0.0293809351559761
LINC00968,-0.029317070678537113
KL,-0.029304726944353734
AC073850.6,-0.02919082058303822
GIMAP8,-0.0291752751905088
ADAMTS9-AS1,-0.029136472280154903
RP11-88I21.2,-0.02912342388845162
AC011286.1,-0.02896732569080515
RP11-311H10.4,-0.028966628518854155
AC004490.1,-0.028958920293178272
AF001548.3,-0.02892053232391582
HMGB3P10,-0.028771020586465933
RP11-116B13.1,-0.028672748917545548
RP11-6O2.3,-0.028662475794108754
bP-2189O9.2,-0.028591667919569772
ADAMTS8,-0.02859018613141414
PCAT19,-0.0285297941146645
FZD4,-0.028521758754441906
IGFBP6,-0.028470737499542393
RP11-341G23.3,-0.02844028599321807
CLEC1A,-0.028397880794210496
RP11-371A19.2,-0.028328195262427972
CLDN8,-0.028312505268246784
KRTAP13-4,-0.02826340178429326
RP11-287F9.2,-0.028209137454979452
INMT-FAM188B,-0.028202281706097534
RP11-141J13.5,-0.02818898089001592
RP1-18D14.7,-0.02816812874013185
SNORA69,-0.028088501272716997
DSC1,-0.028057726776930487
INMT,-0.027950367692115435
RP11-798K3.2,-0.027670216572704368
ECSCR,-0.027652820974863348
RNU6-943P,-0.027453083797205912
TMEM88,-0.02742393412650466
AP000892.6,-0.027412940445045903
SACS-AS1,-0.02735538969182386
KLB,-0.027353716878455874
GRASP,-0.027303598694135647
