id	filename	md5	size	state
1383b4dc-b7e0-4e7c-b673-e4df0b2290e4	4d4a1165-e304-4aed-9efa-7f6f5bacdb5e.FPKM.txt.gz	093cd4430bfc9b1232abb50f33085928	521931	live
13e61ad6-bfea-4bb8-97a1-c3e493aa2104	21a4485e-a6e0-4129-8148-3d092ebbdd90.htseq.counts.gz	d017f22291b68dc5a12800cdcb1021d7	252888	live
152cf1fb-b58a-4f45-990a-68ab56349c9b	a3e5cda5-f468-48f3-92fa-864b8bbbecdc.FPKM-UQ.txt.gz	551a62d23051f09a49ff6b2beb721952	503147	live
1532c0f9-060e-4269-923b-dc224c31c92e	7c03de7a-fafa-4f25-96bd-dc283674a273.htseq.counts.gz	d5ee611c4b678800d54605c5f853ff1f	255706	live
15e7820b-44b8-45eb-b76d-b84753c22b81	378f6079-6c4e-415b-8b5e-6c3c72e513b3.FPKM-UQ.txt.gz	5df5320cdf6c081692e3a4d9b276fc53	513652	live
16272573-c837-45f5-ad84-60dabfa1f626	820e3299-bd67-4ba8-a637-32d31205e120.FPKM.txt.gz	3816eb569ec9a887d90036a913a4733c	511055	live
17cccc30-1bd5-42c7-85cc-ab2a7248bd7e	37355f52-90e5-43e8-a473-0d3bad45a394.FPKM.txt.gz	51d2d56150b9b7ac8916da0157bb1ef3	532485	live
185ff896-1aaa-48e7-9ef0-10ff8fb82068	21a4485e-a6e0-4129-8148-3d092ebbdd90.FPKM.txt.gz	df26af051a5aff4def25f854ec2b1a59	524745	live
1868ef24-d616-417d-ad61-98b3edb1f479	681955cd-356d-4e64-924b-b0381e3c12bc.FPKM.txt.gz	97253831518f5a4d73528175d006eaec	535544	live
195f1b52-8967-4af0-9485-6a4d654fc76f	f8e7cbd2-b54a-4f30-8fc1-a5c80bfad8b6.htseq.counts.gz	ad30a5b4692f953f733d10a856f1031c	257300	live
19d7fc70-5c15-4831-a764-7f525357d8c5	fffc1088-c5a6-46a0-b050-860184f6ded2.htseq.counts.gz	843cb3935fede4316d445fdd8dc6a6c1	250982	live
1a4ab069-9610-4d90-aca9-9d214654121a	e9a0fc7b-94ea-477d-918a-1ef80fefefcd.FPKM.txt.gz	08a32fc0c545bd51e1a0ecf60fd5a58c	527327	live
1addd36b-aabb-4387-b1ba-c12a0a3ace1b	3462c776-160b-4ffc-9be8-69b08abf9780.FPKM-UQ.txt.gz	b3f22838de6ccbb7df9706ceb5a9fb8c	556148	live
1b396cb2-9d72-4e70-af28-351e94d9f377	8a395eef-a9cc-4f21-b8d2-aefa292077cf.FPKM.txt.gz	f51d3ceed5a3efc2102d179935747927	533873	live
1b7abab6-f562-47f8-a775-247ff73b492d	c6045584-592e-412f-974a-c8ae2d4bb817.FPKM.txt.gz	4985a72519ee69a85bb25b417981e9f1	525429	live
1c04e762-874c-4835-ad34-ad3f634d55f3	adce8dd4-e2df-43ed-9821-3781ddb7a82f.FPKM.txt.gz	517e2e9decb99ddc27708d55e859d5de	526973	live
1ca615f1-3c4b-434a-b0a4-78147d8514b3	37889f67-62a8-483b-97af-d8391806ede9.htseq.counts.gz	08fc2f77b3263235d850d22bf8b3a3c6	255613	live
1d4e4814-5124-4389-9f51-f26a591d0b36	ceb8fbdf-dd36-4273-b17c-0ee2eca493c5.FPKM-UQ.txt.gz	3be13bfd4d50b2e0c10b696295c96ca1	496492	live
1da10576-f84c-47c5-aa66-cf016b9e94cb	eaff8d68-43f9-48bf-ad8b-8d0f452d3775.FPKM-UQ.txt.gz	cc3a9629e949a5e8d97ed460aa57bdbb	536420	live
1da1d5bd-8505-4071-9291-bf11a272d81d	2a254376-7498-4c41-8c20-8b4bdd8369da.FPKM.txt.gz	aaf97533f5e538f55dae029a5d953a72	524101	live
1dab4111-fd80-4e6e-b6c6-23db76c73649	c8460566-8199-4a4d-93fd-67692611992d.FPKM.txt.gz	7cc69fe7da59c7afdf37d09b796362c4	533499	live
1e1632ef-a553-4a76-a5d6-e22200ba9cde	44ed61ae-e74e-40d7-98ce-7803e040567f.FPKM-UQ.txt.gz	e7b183cd3d2e255ab9106422aafb1f41	546914	live
1e2a2928-92b0-43e4-998b-427924e3aea0	c904090b-149e-4146-9769-f0d2ff965da9.htseq.counts.gz	2dfa0fa6b3f19349aad6d78439d97949	254574	live
1ea0d15c-4030-4699-b57a-71b9652d2f27	effc6b43-7853-4b65-b6a1-265ea15f2846.htseq.counts.gz	e5fe1ea0cd02c1288ea5fa97c435599d	257959	live
1f4a2c2c-35af-4bfd-9147-43f6af689870	fffc1088-c5a6-46a0-b050-860184f6ded2.FPKM.txt.gz	340baa5ea2250f598b9b039b649328ea	515935	live
1f9f2546-b5e7-41ba-b2e8-e6ed02a7729c	02654be6-2049-4000-a0ac-c26f7ba6f0c9.FPKM-UQ.txt.gz	7b1f2d565e416f7f20efa75ab3043182	520254	live
1fb9a6be-1c3d-4fad-ba51-f95a600d23d1	de55dea1-658a-4a84-ae5c-fc554e9c4213.FPKM-UQ.txt.gz	9d39dbf5651c033f970107c206dcc69f	536845	live
1fbfb2aa-7778-44c1-b977-e9da5dc42b5c	6b015617-e989-4c20-b81f-15bf94d83a09.FPKM.txt.gz	db79bcb57d1359cfbc766be12d084a94	523022	live
20086cc7-b3be-497d-b8e9-eca7e2c609c2	820e3299-bd67-4ba8-a637-32d31205e120.FPKM-UQ.txt.gz	f76865c3f8c61f33cd00717bedc1f789	512864	live
203021da-f3f9-4869-8856-3c49196470b7	6b015617-e989-4c20-b81f-15bf94d83a09.FPKM-UQ.txt.gz	4add3dd45c475aa15f038b9d4a8827ca	525653	live
207b051c-4f25-495f-aba8-11bdb2bf3984	effc6b43-7853-4b65-b6a1-265ea15f2846.FPKM-UQ.txt.gz	2cd7c03b1851caea6ac6edf7c30daa82	549830	live
20bcdec9-87e1-4402-b72d-b1b51ef12df2	2fcb9b43-8a11-4730-b57e-4e9fe9013f1c.FPKM.txt.gz	72d6fc54626e11c09c0e00d445fd7d01	539899	live
210cf1b6-2a5f-4ca4-aa87-68dfa1c5e2e0	eb80bbc4-7186-4872-86df-90629a53ecb1.FPKM-UQ.txt.gz	3471ecb3881c7c6f5926faf67c26314b	562281	live
217a13ab-87c7-4f46-aacf-3b3973b9d7de	e87cfbaa-791e-4a6b-8ec8-28df636e7cdc.FPKM-UQ.txt.gz	d489c07bcd493f900a45d0edc44d896f	528804	live
21c5c6c1-99c9-4467-af84-9de60453c42d	f67cf68d-56b3-451d-ba21-566664213691.htseq.counts.gz	179cc9fde778f9be026636a016b021e8	256027	live
2246cc48-f55a-4eab-9188-83785204cd7b	a3e5cda5-f468-48f3-92fa-864b8bbbecdc.htseq.counts.gz	e0aa039c921c1281faa06d0325ae1012	242971	live
22cd1c86-dfe8-4278-afd0-336215192e65	37889f67-62a8-483b-97af-d8391806ede9.FPKM.txt.gz	64dbb2d9e6ad2157cbf4f1b2bb156a57	528137	live
23cb8e98-7bbb-4ca2-9530-e72dc72c6021	7f7121ff-1399-40da-a792-b7c31bc76570.FPKM-UQ.txt.gz	7e8df107c954ea73bef0087456c95efa	541089	live
241c2d16-417a-4ba4-aeaf-ae7e8b96bb4a	37897de3-c6da-4f80-bf9d-a36ee2cf5e15.htseq.counts.gz	bd4a5fb401191d97464fed7f659eb494	250852	live
24df4d79-d506-402c-8b83-15c7ba782a6e	1142d18f-9cd9-41b4-a9f2-975730cb713a.htseq.counts.gz	f1c3f3de758ea974585fc60eb57a6009	257639	live
25827f74-5138-4ccd-bae8-cc7b064d03d9	8880fb74-0849-422e-bfd5-4a38c5a0a906.FPKM-UQ.txt.gz	8dc31abb9187fff0c9133bc31aef2666	528302	live
25d55188-bd59-4bbe-b33e-01a3c49c1b5c	2fb19a94-bd55-4041-994a-082cd30746f3.FPKM.txt.gz	6e83065ac5c0679197a2b13995ad45fb	491777	live
2604ddd4-3af7-4c7b-a2a2-60b363b827c7	76c6e110-9a94-4fcf-a534-a21ba4698f86.FPKM-UQ.txt.gz	1e377eb0a6f3ab680bf759707b56a619	536937	live
26b3089e-1528-4bfb-ac0c-8d8cd45ac051	b0717300-0735-4451-bba1-7ce0fc0d4ac6.htseq.counts.gz	295b6ef33ee6aaec8fdd3b02cdb7f71b	257365	live
26ba900e-129b-471e-82c3-2527e94e5dfa	a504b1cd-7d40-40e8-8d58-267c680768e5.FPKM-UQ.txt.gz	3c1c0a1dca9eb3f9db4c35f02d901b30	559988	live
26edf0e6-75af-4cc6-917c-10e95dbb7928	844bbccc-8e4e-4c0a-ad29-0aa196f14c26.FPKM.txt.gz	dac8045c3cbf4f3a9dfc56de5d1bb84d	539542	live
27215c90-ac76-4147-9245-f0337f735906	8880fb74-0849-422e-bfd5-4a38c5a0a906.htseq.counts.gz	99a7df483ae8cd98f2e2786ff6d64860	253972	live
272d2832-7484-41fa-abf9-9a28f69d6b04	f2d5627a-f891-453b-8bdb-38d732c59342.htseq.counts.gz	f78713fafe26af320800f1f0243356c7	253271	live
2792c776-698e-4819-a4cc-c7935e3307b3	600932fb-d31e-4b69-afe7-e3803513d71f.FPKM.txt.gz	eadd4f52712458f0cbddeaf8a28b1223	527805	live
2834bf63-ca62-41cf-a44c-8580d7940e90	effc6b43-7853-4b65-b6a1-265ea15f2846.FPKM.txt.gz	e45e29a9abe3b3a2f89aad8342176506	547286	live
290aeca4-a4d5-4bbd-a955-e4ed3efb9469	c12052d7-f5ae-4fd5-a36b-ac0ce21179a6.FPKM-UQ.txt.gz	39d4e48e52ebfa8ac4d22e1e4410997e	544078	live
2a0825b6-e603-48ba-b0e6-a4d70b396a91	742b41f9-faca-4bad-a2a5-5d40b8bf06ce.FPKM.txt.gz	f943be2795db3abf74a90c6e4eef0a88	529204	live
2a912951-aeb2-4695-96ee-9ea067ff4ccb	cbdf8c09-e3f4-4b3e-bdaa-f4a3a4e40068.htseq.counts.gz	c640df10d2d1af9a04705821b33c7957	258770	live
2b28bbc1-0dc3-42a6-95ac-2aeb7d81d6eb	8af78255-e426-4a5d-a997-84946f5e459c.FPKM-UQ.txt.gz	b8c1e23094eb22ce137df68f1c233d86	538065	live
2d836d31-5a4e-401e-8b92-80f552fcbd00	02d43414-c8c9-42d3-8009-f9fb164dc8e0.FPKM.txt.gz	0adab47b23c75519b18da26d6e2400af	523663	live
2d854ee3-76dc-4ef6-8cfd-d1a5c1ac0886	29f824b7-d899-40c1-b53b-edcb3f8e3d2e.htseq.counts.gz	f636c511195564566df2b208d7f04717	257349	live
2e3b5cba-1e88-4941-b871-1fd143e8e902	afe67ba6-d59f-4450-8fbd-624da67d47e5.FPKM.txt.gz	45a67b472f9ac05ffde1bb3e431cd234	521362	live
2ed6cbbf-c162-4c38-8b5e-62140acdb5ff	ce3cc39f-d031-4751-a9fc-d9c7b2fb168f.FPKM.txt.gz	a70e8b965940c3ff54505f2dd977361d	547178	live
2ee97c29-8186-4f86-a841-b7160a3a2544	f728fc58-a4b9-4525-971a-a74a7d676695.FPKM-UQ.txt.gz	210e600f2373cbc0c3aea1a7884bcc45	546181	live
2f2180a6-1e50-47ea-9aa0-379aa95ef770	bdba7172-5280-41f6-8082-dbf8983c4089.FPKM.txt.gz	7a7cdf9e8a82521b7ea399cd032a63f2	542213	live
2f56140a-93ae-42ea-b4d0-df00077e8bef	fe09042c-c233-4f10-b8ad-d5da80aaf60d.FPKM-UQ.txt.gz	15de98a4700436db52950738df78ba8b	537053	live
3066ea1b-4994-43d3-a73d-ba1eee638d6f	c3b82e75-c8c5-4dbb-b227-9b54db04b754.htseq.counts.gz	1364b1dbe89cd2edc8ad2be14ea78cd7	256854	live
308f982c-4359-4ce7-9408-8d35c2049226	2afdb646-75ca-4bc9-9c12-30a27f994ecd.FPKM-UQ.txt.gz	49d581c09a1584f45d166adad20ff3b2	545633	live
30dd76a1-895d-473a-a26b-97b4d18f4360	fcc54ed3-5ba9-461f-a3a5-72b8eb89e4da.FPKM-UQ.txt.gz	a4b87894ec938ff84d678d66d41a15c4	541532	live
30ffab6a-f2ca-42ca-8ef7-ff5f7ea9e1fe	ea50d2da-4f84-46dc-8036-c34392793aed.htseq.counts.gz	fbdd571803defa4a372725c41632342b	253421	live
3125e7d4-e0c6-4f0e-bdd4-02e325072628	da09dd77-0b91-4795-bd80-f90a9784b65c.FPKM.txt.gz	8974bfd99cd36431ee94a9178f2db28e	528922	live
3151355f-273c-444b-992b-b8aedf13c3aa	d6cdbf9a-1009-4ee1-b041-a3744f4166ac.FPKM.txt.gz	bdf2c8f506856c512d17b9ac65302060	524187	live
31552511-e265-4dfd-bb83-eddba83b9a21	e2a01ce0-a2fb-435a-9b05-7758e14d4157.htseq.counts.gz	845c898f754072bc94a72315e4107f4a	250931	live
318eb265-1d4e-4ae0-8f52-e7c7ee14bda3	ed9fe516-13b7-45d1-8d17-40ca9a96bbd0.FPKM.txt.gz	0c05045d6aa38ba7cf7d780b73cec815	522763	live
31c02c55-64ae-453f-909b-e44f7826dbfc	c153c4d8-2005-440d-9249-e8b8f2f73a96.FPKM.txt.gz	da3ff48d01fe7b4cf1475dc29f8b1193	543367	live
31d548ab-7fa7-4646-9def-d3fa5532d88b	cd925805-378c-4070-a7f3-ba8084efd836.htseq.counts.gz	34566962f8e6851f5e5acc94786aa892	249092	live
330fde14-93dd-4aef-813c-efdb17c4e7cc	a5525401-79be-4c7a-9107-71c022778d65.FPKM.txt.gz	bea8aced0f7ededba2ded335bb7abbd9	542353	live
33d229f7-8581-4213-9a25-a1d731df2628	21f38c14-7d7c-4156-8c85-88be68cae18d.FPKM.txt.gz	68ccd8dd70fdae18b35f6999208c2e8e	528697	live
33e0a54f-b44f-42e9-a613-aff395ef1518	04be0c6b-c75f-40cf-82c0-c14af4f9e456.FPKM-UQ.txt.gz	716203c78ec2142e8951e2adc9ebc3c2	527853	live
342b23fe-2059-4a46-bc56-8ec72767d78b	19680925-a148-4f8a-af3b-9137746d663f.htseq.counts.gz	1fb7fa323f438065502a240a98fe3868	256245	live
3481cb59-e025-4bbb-80a8-11285a5bd8aa	19f1375f-51f2-4f4c-88fe-6fc84c37e5b6.FPKM-UQ.txt.gz	3b0288dfdc71ebd88d878f0277540061	533043	live
3530e01d-a9e0-458e-a5c4-0a5f989e149d	e9a0fc7b-94ea-477d-918a-1ef80fefefcd.FPKM-UQ.txt.gz	502794553ede471d7ee72bed01d7a012	529838	live
353327d4-2866-4529-bfb1-e1913ea6c827	0e30bd18-8e8b-4c52-aace-b5587c6df51a.FPKM-UQ.txt.gz	372c9263800522a461a9cc70c2b08e5f	504889	live
365c881b-9d44-4584-8781-dfe1306c4afa	7f7121ff-1399-40da-a792-b7c31bc76570.htseq.counts.gz	753b14af473c8cbf3ffdaa504a3403ef	258509	live
373f28fa-c278-4904-b769-6a3ee9ba1d84	1a860864-2ba1-46ad-ad36-018a7b0ec08e.FPKM-UQ.txt.gz	a58407fc92adf24120263ddc6e389200	537534	live
37958c30-2bb9-45d4-acde-b44f8120da8c	fcc54ed3-5ba9-461f-a3a5-72b8eb89e4da.FPKM.txt.gz	489f43e69d954ceb1aeb064e87fd0b46	538435	live
37bd16af-ecc0-4ec3-88ea-85e4c87b87c9	63a30223-e2e9-45bc-bc42-c00f9202b493.htseq.counts.gz	87f9e38add21ed6180e6e24accf04870	252903	live
38c85503-bd80-4952-8726-657af216295e	f5bb4817-1727-41f9-b7f6-3a4e1818c2df.htseq.counts.gz	f45b80f9007bbf35637b94d6eeb63d3d	257025	live
38f06d00-011a-4ed4-88f1-b3b797d2cfcb	3f171964-37b4-43a2-b2f9-1b51dd924a7e.FPKM.txt.gz	3f499b5151d93242799cc7cff512b823	494631	live
398ed89f-852b-4beb-b5ee-dd4e0a35071a	01521666-f595-4074-aea1-f7ab78db062b.FPKM.txt.gz	b3e1866838018e4336e59b4c76f4bec6	548172	live
3a4c66f8-1dca-4d2e-9f53-00e8dcf15a16	fe179a60-5e81-48c1-b437-7c38ed910ba8.FPKM-UQ.txt.gz	c3f62c48eb76624f09d7a2fcf19046cd	540904	live
3a7710b9-1240-4570-a50c-06deea2c287e	53d78258-1650-4793-a01d-d2c065215fb9.htseq.counts.gz	c1908e5e690fc79dee0c3ae7a5c9d9fb	250494	live
3a93f504-754e-49c4-b582-cd9b177d781c	63a30223-e2e9-45bc-bc42-c00f9202b493.FPKM-UQ.txt.gz	609fcc042730b5c1591ee1fc5a4e4bf9	521915	live
3ba8f19d-1274-4131-8c7a-d581565bd710	37889f67-62a8-483b-97af-d8391806ede9.FPKM-UQ.txt.gz	3e2174edb59121ebe4e082dae9c29ac4	530084	live
3c3f7e62-d7cc-46b3-b4ab-9cdbf30ba474	38195109-056a-4a1f-997e-0f77e20b647b.FPKM.txt.gz	dfba8b7c85372cb1c4177594b4d0976e	522606	live
3c916c94-a5c6-4070-834e-a75d351c6f8f	2b421eac-4980-4b9c-bddd-ad0818ec15e6.htseq.counts.gz	4992b27be4dcffa13acc6330e9916a6a	253230	live
3d5f1a2f-2e86-436c-845a-911bd453177d	2b421eac-4980-4b9c-bddd-ad0818ec15e6.FPKM-UQ.txt.gz	93d115762fdf69047bb5654a9aa53410	522605	live
3d62abed-7939-4282-861f-74ac27e299a1	da09dd77-0b91-4795-bd80-f90a9784b65c.FPKM-UQ.txt.gz	9e48cccf688d61c12e29a3aab33b8860	531754	live
3d92c204-11df-4c55-8460-d5f1e417b491	da09dd77-0b91-4795-bd80-f90a9784b65c.htseq.counts.gz	e8d4048e7f0078dfcccafc7d39b87028	253327	live
3de24774-a952-415f-992b-01d32054beec	8223f42b-434d-4966-a123-3b8a947884bc.htseq.counts.gz	f78aff577caf01d377c6c03cd0f878b2	253385	live
3e32a9d5-c17a-4cdd-b166-2f1d0d6db295	48a2e1f7-04c0-4013-83b6-fde730168435.htseq.counts.gz	a8633bd768f6c2cd5c09f5c21e4c3346	256885	live
426c6025-5a61-4edd-86a1-8d532cc5e02e	6508275a-e712-424e-bdaf-b9e1b07b0f95.FPKM-UQ.txt.gz	315160f20d7a45fe474183c69aa62918	527584	live
427c1eb9-5c8c-4593-8b31-d81e86da934d	760c3a6c-809b-4d7e-9ec6-f5b713e8057d.FPKM.txt.gz	7e9950c9e55ef8e322070d804861c4da	540285	live
430332db-35e4-40f0-a56a-7b2dfa9a93fe	04be0c6b-c75f-40cf-82c0-c14af4f9e456.htseq.counts.gz	4b9da4a103e85b792e6e6646591cd6cf	249613	live
4371d794-59bf-43a3-8d9e-82568b447ee7	8b4a22e2-e19a-4f8c-9f8f-a19f69fc8cbf.FPKM-UQ.txt.gz	b33b121704864d41ed2840d7c3894a19	513110	live
44b95702-6ad7-43f8-b0a4-ab734fdb074f	6a7c7af6-b3b4-44a1-93bb-79a143db53d0.FPKM-UQ.txt.gz	953df0afeebdc9f6096251ddc4d5dad7	519473	live
44ca574b-60c9-4952-b5fc-2ee26a5cda1a	2fcb9b43-8a11-4730-b57e-4e9fe9013f1c.FPKM-UQ.txt.gz	dccf63e40c2114d4cf245278cfcc2a32	542862	live
44fe14ca-e25e-4fed-a1d5-99c8e33b5250	f5bb4817-1727-41f9-b7f6-3a4e1818c2df.FPKM.txt.gz	6ce78bf9698e2fe4a67db47171e9413d	537298	live
456800bd-750d-4d2c-b88b-b98745cafac1	f0f7d061-ace0-4dbd-90ec-df8f5985a7a2.FPKM-UQ.txt.gz	af6284524328d0448ef591fe670843d8	543868	live
45ab7d05-90b5-47f6-97a8-5d4cbab161b0	1a860864-2ba1-46ad-ad36-018a7b0ec08e.htseq.counts.gz	ae96b707d8d20f41aa853a99d79a7c86	255787	live
45b44b25-6335-4583-baf3-d49faaa89080	378f6079-6c4e-415b-8b5e-6c3c72e513b3.htseq.counts.gz	ac3b1c1c11d632b1aaa1168f0792e4a6	250746	live
45fc4e4b-281e-47b2-bfcc-957e8d3e8ca1	89b84c10-956d-4ce6-8837-8d97db837d8c.htseq.counts.gz	dd442e2664030eae645edc59ee98483d	252876	live
4671ef5e-e490-4432-a5ae-1b4440baaa13	de55dea1-658a-4a84-ae5c-fc554e9c4213.htseq.counts.gz	6198f19c2b89fa69fed3e87d172483d4	255455	live
46772c1e-88f7-4a2e-965e-1d52f3bc381c	2556ce90-db5f-4beb-897a-db3cf556e054.FPKM.txt.gz	a29b7205fef471e063e1e570a4e3d658	533570	live
47b60853-0938-4175-ba86-834684eeea3c	f6a99d72-7ef2-4c9c-880c-a26bd5fef9c7.FPKM-UQ.txt.gz	99cd1af70e2019caaf411752d3bc9776	520517	live
47ef624c-a4ee-4caf-8bd5-ca6fcecf3b30	ce3cc39f-d031-4751-a9fc-d9c7b2fb168f.htseq.counts.gz	b345bf68c9964d15809342fb0e5c2b81	256829	live
48619667-7e60-4410-b9b3-f6da6a38f012	270906c7-7a4c-4684-8c48-c4e337f5d9fc.htseq.counts.gz	62376ee06628e25f4279cdd760ef6e71	253586	live
49dd4040-ca14-4881-b860-e5128542275f	bc8b9c8b-d288-436e-9e33-8c31a9575ce7.FPKM-UQ.txt.gz	3ba2db25be4e724537d3f3938977ddf1	551532	live
4a61d11a-eb9d-44c7-a26f-b31bd7001d1f	8880fb74-0849-422e-bfd5-4a38c5a0a906.FPKM.txt.gz	9427f55463dab070131e7f1149202825	526375	live
4a8eb7e4-9cfa-42be-91de-81daa9990431	760c3a6c-809b-4d7e-9ec6-f5b713e8057d.htseq.counts.gz	b9644237f3b00f06864ee33664b16507	257903	live
4ab9f4e8-beb7-4b43-b509-6109ba7acd0a	2fb19a94-bd55-4041-994a-082cd30746f3.htseq.counts.gz	d6927be4870515d887177ccb79427de0	239789	live
